Event ID,Title,Start Date,End Date,Hide End Date,All Day,RRULE,EXDATE,Recurrence ID,Description,Short Description,Address,City,Country,Location Details,Location Coordinates,Location Type,Event Color,Event Icon,Images IDs,Featured,Calendar Name,Calendar ID,Categories,Categories ID,External Link,External Link Text,Permalink,RSVP,Attendees Limit,Attendees Visibility,UID,Keywords,Author Name
6277,"Agg. CEI 11-27","2025-10-17 08:30:00","2025-10-17 17:30:00",0,0,,,,"<span style=""color: #339966;""><strong>17 ottobre ore 08.30-12.30 e 13.30-17.30</strong></span>

<strong>Corso di aggiornamento per ADDETTI LAVORI ELETTRICI CEI 11-27 FORMAZIONE ADDETTI PES-PAV-PEI</strong> (8 ore)

Prerequisiti: <span style=""font-weight: 400;"">aver partecipato al corso completo.</span>

Per partecipare al corso, compilare la <a href=""https://www.e-labo.it/wp-content/uploads/2023/06/E_MOD1.4_scheda_iscrizione-rev.-04-del-05-10-2022.pdf"">SCHEDA DI ISCRIZIONE</a> e restituirla compilata all'indirizzo e-mail <a href=""mailto:e-labo@e-labo.it"">e-labo@e-labo.it</a>

&nbsp;

<a href=""/corsi/lavori-in-prossimita-di-impianti-elettrici-e-lavori-elettrici-sotto-tensione-in-bt-e-fuori-tensione-in-at-e-bt/"">INFO CORSO</a>",,"Via Valdichiampo 9",Zermeghedo,Italia,,,physical,#145e66,fa,,0,"Corsi E_Labo",59,"Incarichi particolari",6,,,https://www.e-labo.it/stec_event/cei-11-27-4-2-2-2-2/,0,0,public,e-6819e246ad000_15cf33fc273752f220a655533b667af7@stachethemes_ec.com,,admin
6276,"CEI 11-27","2025-10-10 08:30:00","2025-10-10 17:30:00",0,0,,,,"<span style=""color: #339966;""><strong>10 e 17 ottobre ore 08.30-12.30 e 13.30-17.30</strong></span>

<strong>Corso per ADDETTI LAVORI ELETTRICI CEI 11-27 FORMAZIONE ADDETTI PES-PAV-PEI</strong> (16 ore)

Prerequisiti: <span style=""font-weight: 400;"">La conoscenza dell'elettrotecnica ed impiantistica elettrica di base ed esperienza di direzione/esecuzione di lavori elettrici sono prerequisiti per la partecipazione al corso.</span>

Per partecipare al corso, compilare la <a href=""https://www.e-labo.it/wp-content/uploads/2023/06/E_MOD1.4_scheda_iscrizione-rev.-04-del-05-10-2022.pdf"">SCHEDA DI ISCRIZIONE</a> e restituirla compilata all'indirizzo e-mail <a href=""mailto:e-labo@e-labo.it"">e-labo@e-labo.it</a>

&nbsp;

<a href=""/corsi/lavori-in-prossimita-di-impianti-elettrici-e-lavori-elettrici-sotto-tensione-in-bt-e-fuori-tensione-in-at-e-bt/"">INFO CORSO</a>",,"Via dell'Industria 48",Arzignano,Italia,,,physical,#145e66,fa,,0,"Corsi E_Labo",59,"Incarichi particolari",6,,,https://www.e-labo.it/stec_event/cei-11-27-4-3-2-2/,0,0,public,e-6819e20ad0df6_901f9824b0b1b9badd3c6d1ed8c78024@stachethemes_ec.com,,admin
6275,"Agg. Lavori in quota","2025-09-19 13:30:00","2025-09-19 17:30:00",0,0,,,,"<span style=""color: #339966;""><strong>19 settembre ore 13.30-17.30 </strong></span>

<strong>Corso di aggiornamento lavori in quota e DPI di terza categoria</strong> (4 ore).

Prerequisiti: Sono richiesti il possesso dei requisiti psico-fisici e aver frequentato il corso completo

Per lo svolgimento della parte pratica è obbligatorio l’uso di:
<ul>
 	<li aria-level=""1"">Scarpe antinfortunistiche</li>
 	<li aria-level=""1"">Elmetto</li>
 	<li aria-level=""1"">Imbracature</li>
 	<li aria-level=""1"">Cordino regolabile e cordino anticaduta doppio a Y</li>
 	<li aria-level=""1"">Abbigliamento idoneo per lo svolgimento della parte pratica</li>
</ul>
E’ richiesta la comprensione dell’italiano, almeno a livello parlato: verrà verificata attraverso un test di ingresso.

Per partecipare al corso, compilare la <a href=""https://www.e-labo.it/wp-content/uploads/2024/09/SGQA_MOD41_Scheda_iscrizione_Agg_LQ.pdf"">SCHEDA DI ISCRIZIONE</a> e restituirla compilata all'indirizzo e-mail <a href=""mailto:e-labo@e-labo.it"">e-labo@e-labo.it</a>",,"Via dell'Industria 48",Arzignano,Italia,,,physical,#145e66,fa,,0,"Corsi E_Labo",59,"Incarichi particolari",6,,,https://www.e-labo.it/stec_event/lavori-in-quota-2-2-2/,0,0,public,e-6819e1c656f33_600399116944a961162755c552449a65@stachethemes_ec.com,,elabo-edit
6274,"Lavori in quota","2025-09-19 08:30:00","2025-09-19 17:30:00",0,0,,,,"<span style=""color: #339966;""><strong>19 settembre ore 08.30-12.30 e 13.30-17.30 </strong></span>

<strong>Corso lavori in quota e DPI di terza categoria</strong> (8 ore) conformi alla normativa vigente.

Prerequisiti: Sono richieste la comprensione dell’italiano, almeno a livello parlato, verificata attraverso un test di ingresso, e il possesso dei requisiti psico-fisici.

Per lo svolgimento della parte pratica è obbligatorio l’uso di:
<ul>
 	<li aria-level=""1"">Scarpe antinfortunistiche</li>
 	<li aria-level=""1"">Elmetto</li>
 	<li aria-level=""1"">Imbracature</li>
 	<li aria-level=""1"">Cordino regolabile e cordino anticaduta doppio a Y</li>
 	<li aria-level=""1"">Abbigliamento idoneo per lo svolgimento della parte pratica</li>
</ul>
E’ richiesta la comprensione dell’italiano, almeno a livello parlato: verrà verificata attraverso un test di ingresso.

Per partecipare al corso, compilare la <a href=""https://www.e-labo.it/wp-content/uploads/2023/06/SGQA_MOD41_Scheda_iscrizione_LQ.pdf"" target=""_blank"" rel=""noopener noreferrer"">SCHEDA DI ADESIONE</a> e restituirla compilata all'indirizzo e-mail <a href=""mailto:e-labo@e-labo.it"">e-labo@e-labo.it</a>

&nbsp;

<a href=""https://www.e-labo.it/corsi/corso-lavori-in-quota-e-dpi-di-terza-categoria/"">INFO CORSO</a>",,"Via dell'Industria 48",Arzignano,Italia,,,physical,#145e66,fa,,0,"Corsi E_Labo",59,"Incarichi particolari",6,,,https://www.e-labo.it/stec_event/lavori-in-quota-3-2/,0,0,public,e-6819dff91bec2_67daeda4a7a5d7742a564c47d684ef68@stachethemes_ec.com,,elabo-edit
6273,"Agg. PLE","2025-10-21 14:00:00","2025-10-21 18:00:00",0,0,,,,"<strong>Corso di aggiornamento per addetti all’uso di PLE – PIATTAFORME DI LAVORO MOBILI ELEVABILI – CON E SENZA STABILIZZATORI</strong> (4 ore) conformi alla normativa vigente.

Prerequisiti: aver frequentato il corso PLE completo e possesso dei requisiti psico-fisici.
<span style=""font-weight: 400;"">Per lo svolgimento della parte pratica è obbligatorio l’uso delle scarpe antinfortunistiche, imbragature e caschetto</span>

Per partecipare al corso, compilare la <a href=""/wp-content/uploads/2023/06/SGQA_MOD41_Scheda_iscrizione_AggPLE.pdf"">SCHEDA DI ISCRIZIONE</a> e restituirla compilata all’indirizzo e-mail <a href=""mailto:e-labo@e-labo.it"">e-labo@e-labo.it</a> allegando la copia del precedente attestato.

&nbsp;

<a href=""/corsi/aggiornamento-ple-con-e-o-senza-stabilizzatori/"">INFO CORSO</a>",,"Via dell'Industria 48",Arzignano,Italia,,,physical,#145e66,fa,,0,"Corsi E_Labo",59,"Carrelli e attrezzature",5,,,https://www.e-labo.it/stec_event/aggiornamento-ple-2-2-2-2-2/,0,0,public,e-6819dfd0cb5ab_54dc8244199f903551c34223e25e446f@stachethemes_ec.com,,admin
6272,"Agg. PLE","2025-07-11 14:00:00","2025-07-11 18:00:00",0,0,,,,"<strong>Corso di aggiornamento per addetti all’uso di PLE – PIATTAFORME DI LAVORO MOBILI ELEVABILI – CON E SENZA STABILIZZATORI</strong> (4 ore) conformi al D. Lgs. n. 81/2008 e ASR 22/02/2012 sulle Attrezzature di Lavoro.

Prerequisiti: aver frequentato il corso carrelli completo e possesso dei requisiti psico-fisici
E’ richiesta la comprensione dell’italiano, almeno a livello parlato: verrà verificata attraverso un test di ingresso.

Per partecipare al corso, compilare la <a href=""/wp-content/uploads/2023/06/SGQA_MOD41_Scheda_iscrizione_AggPLE.pdf"">SCHEDA DI ISCRIZIONE</a> e restituirla compilata all’indirizzo e-mail <a href=""mailto:e-labo@e-labo.it"">e-labo@e-labo.it</a> allegando la copia del precedente attestato.

&nbsp;

<a href=""/corsi/aggiornamento-ple-con-e-o-senza-stabilizzatori/"">INFO CORSO</a>",,"Via dell'Industria 48",Arzignano,Italia,,,physical,#145e66,fa,,0,"Corsi E_Labo",59,"Carrelli e attrezzature",5,,,https://www.e-labo.it/stec_event/aggiornamento-ple-2-2-2-2/,0,0,public,e-6819dfb5a486d_a41148e8ca3bd611493613fda173142e@stachethemes_ec.com,,admin
6271,PLE,"2025-10-21 08:00:00","2025-10-21 18:30:00",0,0,,,,"<strong>Corso per addetti all’uso di PLE – PIATTAFORME DI LAVORO MOBILI ELEVABILI – CON E SENZA STABILIZZATORI</strong> (10 ore) conformi alla normativa vigente.

Prerequisiti: sono richiesti la comprensione dell’italiano, almeno a livello parlato, che verrà verificata attraverso un test di ingresso, e il possesso dei requisiti psico-fisici.

Per lo svolgimento della parte pratica è obbligatorio l’uso delle scarpe antinfortunistiche, imbragature e caschetto.

Per partecipare al corso, compilare la <a href=""/wp-content/uploads/2023/06/SGQA_MOD41_Scheda_iscrizione_PLE.pdf"">SCHEDA DI ISCRIZIONE</a> e restituirla compilata all’indirizzo e-mail <a href=""mailto:e-labo@e-labo.it"">e-labo@e-labo.it</a> allegando la copia del precedente attestato.

&nbsp;

<a href=""/corsi/corso-ple-con-e-o-senza-stabilizzatori/"">INFO CORSO</a>",,"Via dell'Industria 48",Arzignano,Italia,,,physical,#145e66,fa,,0,"Corsi E_Labo",59,"Carrelli e attrezzature",5,,,https://www.e-labo.it/stec_event/ple-2-2-2-2/,0,0,public,e-6819df8c0b286_02b5d4d4f9dc9eafc43d13814dfbfa3f@stachethemes_ec.com,,admin
6270,PLE,"2025-07-11 08:00:00","2025-07-11 18:30:00",0,0,,,,"<strong>Corso per addetti all’uso di PLE – PIATTAFORME DI LAVORO MOBILI ELEVABILI – CON E SENZA STABILIZZATORI</strong> (10 ore) conformi al D. Lgs. n. 81/2008 e ASR 22/02/2012 sulle Attrezzature di Lavoro.

Pausa pranzo dalle 12.00 alle 12.30

E’ richiesta la comprensione dell’italiano, almeno a livello parlato: verrà verificata attraverso un test di ingresso.

Per partecipare al corso, compilare la <a href=""/wp-content/uploads/2023/06/SGQA_MOD41_Scheda_iscrizione_PLE.pdf"">SCHEDA DI ISCRIZIONE</a> e restituirla compilata all’indirizzo e-mail <a href=""mailto:e-labo@e-labo.it"">e-labo@e-labo.it</a> allegando la copia del precedente attestato.

&nbsp;

<a href=""/corsi/corso-ple-con-e-o-senza-stabilizzatori/"">INFO CORSO</a>",,"Via dell'Industria 48",Arzignano,Italia,,,physical,#145e66,fa,,0,"Corsi E_Labo",59,"Carrelli e attrezzature",5,,,https://www.e-labo.it/stec_event/ple-2-2-2/,0,0,public,e-6819df548d52c_6498589c483dfd2636b4d6fa458c6074@stachethemes_ec.com,,admin
6269,"Agg. carrello elevatore","2025-11-08 08:30:00","2025-11-08 12:30:00",0,0,,,,"<strong>Corso di aggiornamento per conduttore di carrelli elevatori semoventi</strong> (4 ore) conformi alla normativa vigente.

Prerequisiti: aver frequentato il corso carrelli completo e possesso dei requisiti psico-fisici.
Per lo svolgimento della parte pratica è obbligatorio l’uso delle scarpe antinfortunistiche.

Per partecipare al corso, compilare la <a href=""https://www.e-labo.it/wp-content/uploads/2021/12/SGQA_MOD41_Scheda_iscrizione_AggCE.pdf"">SCHEDA DI ISCRIZIONE</a> restituirla compilata all’indirizzo e-mail <a href=""mailto:e-labo@e-labo.it"">e-labo@e-labo.it</a> allegando la copia del precedente attestato.

&nbsp;

<a href=""/corsi/aggiornamento-carrello-elevatore-semovente-con-conducente-a-bordo/"">INFO CORSO</a>",,"Via dell'Industria 48",Arzignano,Italia,,,physical,#145e66,fa,,0,"Corsi E_Labo",59,"Carrelli e attrezzature",5,,,https://www.e-labo.it/stec_event/aggiornamento-carrello-elevatore-5-2-5-2-2-2-2-2-2-2-2-2-2-2-2-2-2-2-2-2-2-2-2-2-2/,0,0,public,e-6819de654b19b_bc9eebbf13a2f4cf7537aff996e2f09f@stachethemes_ec.com,,admin
6268,"Agg. carrello elevatore","2025-10-04 08:30:00","2025-10-04 12:30:00",0,0,,,,"<strong>Corso di aggiornamento per conduttore di carrelli elevatori semoventi</strong> (4 ore) conformi alla normativa vigente.

Prerequisiti: aver frequentato il corso carrelli completo e possesso dei requisiti psico-fisici.
Per lo svolgimento della parte pratica è obbligatorio l’uso delle scarpe antinfortunistiche.

Per partecipare al corso, compilare la <a href=""https://www.e-labo.it/wp-content/uploads/2021/12/SGQA_MOD41_Scheda_iscrizione_AggCE.pdf"">SCHEDA DI ISCRIZIONE</a> restituirla compilata all’indirizzo e-mail <a href=""mailto:e-labo@e-labo.it"">e-labo@e-labo.it</a> allegando la copia del precedente attestato.

&nbsp;

<a href=""/corsi/aggiornamento-carrello-elevatore-semovente-con-conducente-a-bordo/"">INFO CORSO</a>",,"Via dell'Industria 48",Arzignano,Italia,,,physical,#145e66,fa,,0,"Corsi E_Labo",59,"Carrelli e attrezzature",5,,,https://www.e-labo.it/stec_event/aggiornamento-carrello-elevatore-5-2-5-2-2-2-2-2-2-2-2-2-2-2-2-2-2-2-2-2-2-2-2-2/,0,0,public,e-6819de4aad6df_3b38189c60c66fa62eae338740cd05cb@stachethemes_ec.com,,admin
6267,"Agg. carrello elevatore","2025-12-17 08:30:00","2025-12-17 12:30:00",0,0,,,,"<strong>Corso di aggiornamento per conduttore di carrelli elevatori semoventi</strong> (4 ore) conformi alla normativa vigente.

Prerequisiti: aver frequentato il corso carrelli completo e possesso dei requisiti psico-fisici.
Per lo svolgimento della parte pratica è obbligatorio l’uso delle scarpe antinfortunistiche.

Per partecipare al corso, compilare la <a href=""https://www.e-labo.it/wp-content/uploads/2021/12/SGQA_MOD41_Scheda_iscrizione_AggCE.pdf"">SCHEDA DI ISCRIZIONE</a> restituirla compilata all’indirizzo e-mail <a href=""mailto:e-labo@e-labo.it"">e-labo@e-labo.it</a> allegando la copia del precedente attestato.

&nbsp;

<a href=""/corsi/aggiornamento-carrello-elevatore-semovente-con-conducente-a-bordo/"">INFO CORSO</a>",,"Via dell'Industria 48",Arzignano,Italia,,,physical,#145e66,fa,,0,"Corsi E_Labo",59,"Carrelli e attrezzature",5,,,https://www.e-labo.it/stec_event/aggiornamento-carrello-elevatore-5-2-5-2-2-2-2-2-2-2-2-2-2-2-2-2-2-2-2-2-2-2-2/,0,0,public,e-6819de31db10f_3c3a03a3f8016214aac7400d45af9017@stachethemes_ec.com,,admin
